CO_MUNICIPIO,NOME,UF
220735,PAJEU DO PIAUI,PI
220740,PALMEIRA DO PIAUI,PI
220750,PALMEIRAIS,PI
220755,PAQUETA,PI
220760,PARNAGUA,PI
220770,PARNAIBA,PI
220775,PASSAGEM FRANCA DO PIAUI,PI
220777,PATOS DO PIAUI,PI
220779,PAU D'ARCO DO PIAUI,PI
220780,PAULISTANA,PI
220785,PAVUSSU,PI
220790,PEDRO II,PI
220793,PEDRO LAURENTINO,PI
220795,NOVA SANTA RITA,PI
220800,PICOS,PI
220810,PIMENTEIRAS,PI
220820,PIO IX,PI
220830,PIRACURUCA,PI
220840,PIRIPIRI,PI
220850,PORTO,PI
220855,PORTO ALEGRE DO PIAUI,PI
220860,PRATA DO PIAUI,PI
220865,QUEIMADA NOVA,PI
220870,REDENCAO DO GURGUEIA,PI
220880,REGENERACAO,PI
220885,RIACHO FRIO,PI
220887,RIBEIRA DO PIAUI,PI
220890,RIBEIRO GONCALVES,PI
220900,RIO GRANDE DO PIAUI,PI
220910,SANTA CRUZ DO PIAUI,PI
220915,SANTA CRUZ DOS MILAGRES,PI
220920,SANTA FILOMENA,PI
220930,SANTA LUZ,PI
220935,SANTANA DO PIAUI,PI
220937,SANTA ROSA DO PIAUI,PI
220940,SANTO ANTONIO DE LISBOA,PI
220945,SANTO ANTONIO DOS MILAGRES,PI
220950,SANTO INACIO DO PIAUI,PI
220955,SAO BRAZ DO PIAUI,PI
220960,SAO FELIX DO PIAUI,PI
220965,SAO FRANCISCO DE ASSIS DO PIAUI,PI
220970,SAO FRANCISCO DO PIAUI,PI
220975,SAO GONCALO DO GURGUEIA,PI
220980,SAO GONCALO DO PIAUI,PI
220985,SAO JOAO DA CANABRAVA,PI
220987,SAO JOAO DA FRONTEIRA,PI
220990,SAO JOAO DA SERRA,PI
220995,SAO JOAO DA VARJOTA,PI
220997,SAO JOAO DO ARRAIAL,PI
221000,SAO JOAO DO PIAUI,PI
221005,SAO JOSE DO DIVINO,PI
221010,SAO JOSE DO PEIXE,PI
221020,SAO JOSE DO PIAUI,PI
221030,SAO JULIAO,PI
221035,SAO LOURENCO DO PIAUI,PI
221037,SAO LUIS DO PIAUI,PI
221038,SAO MIGUEL DA BAIXA GRANDE,PI
221039,SAO MIGUEL DO FIDALGO,PI
221040,SAO MIGUEL DO TAPUIO,PI
221050,SAO PEDRO DO PIAUI,PI
221060,SAO RAIMUNDO NONATO,PI
221062,SEBASTIAO BARROS,PI
221063,SEBASTIAO LEAL,PI
221065,SIGEFREDO PACHECO,PI
221070,SIMOES,PI
221080,SIMPLICIO MENDES,PI
221090,SOCORRO DO PIAUI,PI
221093,SUSSUAPARA,PI
221095,TAMBORIL DO PIAUI,PI
221097,TANQUE DO PIAUI,PI
221100,TERESINA,PI
221110,UNIAO,PI
221120,URUCUI,PI
221130,VALENCA DO PIAUI,PI
221135,VARZEA BRANCA,PI
221140,VARZEA GRANDE,PI
221150,VERA MENDES,PI
221160,VILA NOVA DO PIAUI,PI
221170,WALL FERRAZ,PI
230010,ABAIARA,CE
230015,ACARAPE,CE
230020,ACARAU,CE
230030,ACOPIARA,CE
230040,AIUABA,CE
230050,ALCANTARAS,CE
230060,ALTANEIRA,CE
230070,ALTO SANTO,CE
230075,AMONTADA,CE
230080,ANTONINA DO NORTE,CE
230090,APUIARES,CE
230100,AQUIRAZ,CE
230110,ARACATI,CE
230120,ARACOIABA,CE
230125,ARARENDA,CE
230130,ARARIPE,CE
230140,ARATUBA,CE
230150,ARNEIROZ,CE
230160,ASSARE,CE
230170,AURORA,CE
230180,BAIXIO,CE
230185,BANABUIU,CE
230190,BARBALHA,CE
230195,BARREIRA,CE
230200,BARRO,CE
230205,BARROQUINHA,CE
230210,BATURITE,CE
230220,BEBERIBE,CE
230230,BELA CRUZ,CE
230240,BOA VIAGEM,CE
230250,BREJO SANTO,CE
230260,CAMOCIM,CE
230270,CAMPOS SALES,CE
230280,CANINDE,CE
230290,CAPISTRANO,CE
230300,CARIDADE,CE
230310,CARIRE,CE
230320,CARIRIACU,CE
230330,CARIUS,CE
230340,CARNAUBAL,CE
230350,CASCAVEL,CE
230360,CATARINA,CE
230365,CATUNDA,CE
230370,CAUCAIA,CE
230380,CEDRO,CE
230390,CHAVAL,CE
230393,CHORO,CE
230395,CHOROZINHO,CE
230400,COREAU,CE
230410,CRATEUS,CE
230420,CRATO,CE
230423,CROATA,CE
230425,CRUZ,CE
230426,DEPUTADO IRAPUAN PINHEIRO,CE
230427,ERERE,CE
230428,EUSEBIO,CE
230430,FARIAS BRITO,CE
230435,FORQUILHA,CE
230440,FORTALEZA,CE
230445,FORTIM,CE
230450,FRECHEIRINHA,CE
230460,GENERAL SAMPAIO,CE
230465,GRACA,CE
230470,GRANJA,CE
230480,GRANJEIRO,CE
230490,GROAIRAS,CE
230495,GUAIUBA,CE
230500,GUARACIABA DO NORTE,CE
230510,GUARAMIRANGA,CE
230520,HIDROLANDIA,CE
230523,HORIZONTE,CE
230526,IBARETAMA,CE
230530,IBIAPINA,CE
230533,IBICUITINGA,CE
230535,ICAPUI,CE
230540,ICO,CE
230550,IGUATU,CE
230560,INDEPENDENCIA,CE
230565,IPAPORANGA,CE
230570,IPAUMIRIM,CE
230580,IPU,CE
230590,IPUEIRAS,CE
230600,IRACEMA,CE
230610,IRAUCUBA,CE
230620,ITAICABA,CE
230625,ITAITINGA,CE
230630,ITAPAGE,CE
230640,ITAPIPOCA,CE
230650,ITAPIUNA,CE
230655,ITAREMA,CE
230660,ITATIRA,CE
230670,JAGUARETAMA,CE
230680,JAGUARIBARA,CE
230690,JAGUARIBE,CE
230700,JAGUARUANA,CE
230710,JARDIM,CE
230720,JATI,CE
230725,JIJOCA DE JERICOACOARA,CE
230730,JUAZEIRO DO NORTE,CE
230740,JUCAS,CE
230750,LAVRAS DA MANGABEIRA,CE
230760,LIMOEIRO DO NORTE,CE
230763,MADALENA,CE
230765,MARACANAU,CE
230770,MARANGUAPE,CE
230780,MARCO,CE
230790,MARTINOPOLE,CE
230800,MASSAPE,CE
230810,MAURITI,CE
230820,MERUOCA,CE
230830,MILAGRES,CE
230835,MILHA,CE
230837,MIRAIMA,CE
230840,MISSAO VELHA,CE
230850,MOMBACA,CE
230860,MONSENHOR TABOSA,CE
230870,MORADA NOVA,CE
230880,MORAUJO,CE
230890,MORRINHOS,CE
230900,MUCAMBO,CE
230910,MULUNGU,CE
230920,NOVA OLINDA,CE
230930,NOVA RUSSAS,CE
230940,NOVO ORIENTE,CE
230945,OCARA,CE
230950,OROS,CE
230960,PACAJUS,CE
230970,PACATUBA,CE
230980,PACOTI,CE
230990,PACUJA,CE
231000,PALHANO,CE
231010,PALMACIA,CE
231020,PARACURU,CE
231025,PARAIPABA,CE
231030,PARAMBU,CE
231040,PARAMOTI,CE
231050,PEDRA BRANCA,CE
231060,PENAFORTE,CE
231070,PENTECOSTE,CE
231080,PEREIRO,CE
231085,PINDORETAMA,CE
231090,PIQUET CARNEIRO,CE
231095,PIRES FERREIRA,CE
231100,PORANGA,CE
231110,PORTEIRAS,CE
231120,POTENGI,CE
231123,POTIRETAMA,CE
231126,QUITERIANOPOLIS,CE
231130,QUIXADA,CE
231135,QUIXELO,CE
231140,QUIXERAMOBIM,CE
231150,QUIXERE,CE
231160,REDENCAO,CE
231170,RERIUTABA,CE
231180,RUSSAS,CE
231190,SABOEIRO,CE
231195,SALITRE,CE
231200,SANTANA DO ACARAU,CE
231210,SANTANA DO CARIRI,CE
231220,SANTA QUITERIA,CE
231230,SAO BENEDITO,CE
231240,SAO GONCALO DO AMARANTE,CE
231250,SAO JOAO DO JAGUARIBE,CE
231260,SAO LUIS DO CURU,CE
231270,SENADOR POMPEU,CE
231280,SENADOR SA,CE
231290,SOBRAL,CE
231300,SOLONOPOLE,CE
231310,TABULEIRO DO NORTE,CE
231320,TAMBORIL,CE
231325,TARRAFAS,CE
231330,TAUA,CE
231335,TEJUCUOCA,CE
231340,TIANGUA,CE
231350,TRAIRI,CE
231355,TURURU,CE
231360,UBAJARA,CE
231370,UMARI,CE
231375,UMIRIM,CE
231380,URUBURETAMA,CE
231390,URUOCA,CE
231395,VARJOTA,CE
231400,VARZEA ALEGRE,CE
231410,VICOSA DO CEARA,CE
240010,ACARI,RN
240020,ACU,RN
240030,AFONSO BEZERRA,RN
240040,AGUA NOVA,RN
240050,ALEXANDRIA,RN
240060,ALMINO AFONSO,RN
240070,ALTO DO RODRIGUES,RN
240080,ANGICOS,RN
240090,ANTONIO MARTINS,RN
240100,APODI,RN
240110,AREIA BRANCA,RN
240120,ARES,RN
240130,AUGUSTO SEVERO,RN
240140,BAIA FORMOSA,RN
240145,BARAUNA,RN
240150,BARCELONA,RN
240160,BENTO FERNANDES,RN
240165,BODO,RN
240170,BOM JESUS,RN
240180,BREJINHO,RN
240185,CAICARA DO NORTE,RN
240190,CAICARA DO RIO DO VENTO,RN
240200,CAICO,RN
240210,CAMPO REDONDO,RN
240220,CANGUARETAMA,RN
240230,CARAUBAS,RN
240240,CARNAUBA DOS DANTAS,RN
240250,CARNAUBAIS,RN
240260,CEARA-MIRIM,RN
240270,CERRO CORA,RN
240280,CORONEL EZEQUIEL,RN
240290,CORONEL JOAO PESSOA,RN
240300,CRUZETA,RN
240310,CURRAIS NOVOS,RN
240320,DOUTOR SEVERIANO,RN
240325,PARNAMIRIM,RN
240330,ENCANTO,RN
240340,EQUADOR,RN
240350,ESPIRITO SANTO,RN
240360,EXTREMOZ,RN
240370,FELIPE GUERRA,RN
240375,FERNANDO PEDROZA,RN
240380,FLORANIA,RN
240390,FRANCISCO DANTAS,RN
240400,FRUTUOSO GOMES,RN
240410,GALINHOS,RN
240420,GOIANINHA,RN
240430,GOVERNADOR DIX-SEPT ROSADO,RN
240440,GROSSOS,RN
240450,GUAMARE,RN
240460,IELMO MARINHO,RN
240470,IPANGUACU,RN
240480,IPUEIRA,RN
240485,ITAJA,RN
240490,ITAU,RN
240500,JACANA,RN
240510,JANDAIRA,RN
240520,JANDUIS,RN
240530,JANUARIO CICCO,RN
240540,JAPI,RN
240550,JARDIM DE ANGICOS,RN
240560,JARDIM DE PIRANHAS,RN
240570,JARDIM DO SERIDO,RN
240580,JOAO CAMARA,RN
240590,JOAO DIAS,RN
240600,JOSE DA PENHA,RN
240610,JUCURUTU,RN
240615,JUNDIA,RN
240620,LAGOA D'ANTA,RN
240630,LAGOA DE PEDRAS,RN
240640,LAGOA DE VELHOS,RN
240650,LAGOA NOVA,RN
240660,LAGOA SALGADA,RN
240670,LAJES,RN
240680,LAJES PINTADAS,RN
240690,LUCRECIA,RN
240700,LUIS GOMES,RN
240710,MACAIBA,RN
240720,MACAU,RN
240725,MAJOR SALES,RN
240730,MARCELINO VIEIRA,RN
240740,MARTINS,RN
240750,MAXARANGUAPE,RN
240760,MESSIAS TARGINO,RN
240770,MONTANHAS,RN
240780,MONTE ALEGRE,RN
240790,MONTE DAS GAMELEIRAS,RN
240800,MOSSORO,RN
240810,NATAL,RN
240820,NISIA FLORESTA,RN
240830,NOVA CRUZ,RN
240840,OLHO-D'AGUA DO BORGES,RN
240850,OURO BRANCO,RN
240860,PARANA,RN
240870,PARAU,RN
240880,PARAZINHO,RN
240890,PARELHAS,RN
240895,RIO DO FOGO,RN
240910,PASSA E FICA,RN
240920,PASSAGEM,RN
240930,PATU,RN
240933,SANTA MARIA,RN
240940,PAU DOS FERROS,RN
240950,PEDRA GRANDE,RN
240960,PEDRA PRETA,RN
240970,PEDRO AVELINO,RN
240980,PEDRO VELHO,RN
240990,PENDENCIAS,RN
241000,PILOES,RN
241010,POCO BRANCO,RN
241020,PORTALEGRE,RN
241025,PORTO DO MANGUE,RN
241030,PRESIDENTE JUSCELINO,RN
241040,PUREZA,RN
241050,RAFAEL FERNANDES,RN
241060,RAFAEL GODEIRO,RN
241070,RIACHO DA CRUZ,RN
241080,RIACHO DE SANTANA,RN
241090,RIACHUELO,RN
241100,RODOLFO FERNANDES,RN
241105,TIBAU,RN
241110,RUY BARBOSA,RN
241120,SANTA CRUZ,RN
241140,SANTANA DO MATOS,RN
241142,SANTANA DO SERIDO,RN
241150,SANTO ANTONIO,RN
241160,SAO BENTO DO NORTE,RN
241170,SAO BENTO DO TRAIRI,RN
241180,SAO FERNANDO,RN
241190,SAO FRANCISCO DO OESTE,RN
241200,SAO GONCALO DO AMARANTE,RN
241210,SAO JOAO DO SABUGI,RN
241220,SAO JOSE DE MIPIBU,RN
241230,SAO JOSE DO CAMPESTRE,RN
241240,SAO JOSE DO SERIDO,RN
241250,SAO MIGUEL,RN
241255,SAO MIGUEL DO GOSTOSO,RN
241260,SAO PAULO DO POTENGI,RN
241270,SAO PEDRO,RN
241280,SAO RAFAEL,RN
241290,SAO TOME,RN
241300,SAO VICENTE,RN
241310,SENADOR ELOI DE SOUZA,RN
241320,SENADOR GEORGINO AVELINO,RN
241330,SERRA DE SAO BENTO,RN
241335,SERRA DO MEL,RN
241340,SERRA NEGRA DO NORTE,RN
241350,SERRINHA,RN
241355,SERRINHA DOS PINTOS,RN
241360,SEVERIANO MELO,RN
241370,SITIO NOVO,RN
241380,TABOLEIRO GRANDE,RN
241390,TAIPU,RN
241400,TANGARA,RN
241410,TENENTE ANANIAS,RN
241415,TENENTE LAURENTINO CRUZ,RN
241420,TIBAU DO SUL,RN
241430,TIMBAUBA DOS BATISTAS,RN
241440,TOUROS,RN
241445,TRIUNFO POTIGUAR,RN
241450,UMARIZAL,RN
241460,UPANEMA,RN
241470,VARZEA,RN
241475,VENHA-VER,RN
241480,VERA CRUZ,RN
241490,VICOSA,RN
241500,VILA FLOR,RN
250010,AGUA BRANCA,PB
250020,AGUIAR,PB
250030,ALAGOA GRANDE,PB
250040,ALAGOA NOVA,PB
250050,ALAGOINHA,PB
250053,ALCANTIL,PB
250057,ALGODAO DE JANDAIRA,PB
250060,ALHANDRA,PB
250070,SAO JOAO DO RIO DO PEIXE,PB
250073,AMPARO,PB
250077,APARECIDA,PB
250080,ARACAGI,PB
250090,ARARA,PB
250100,ARARUNA,PB
250110,AREIA,PB
250115,AREIA DE BARAUNAS,PB
250120,AREIAL,PB
250130,AROEIRAS,PB
250135,ASSUNCAO,PB
250140,BAIA DA TRAICAO,PB
250150,BANANEIRAS,PB
250153,BARAUNA,PB
250157,BARRA DE SANTANA,PB
250160,BARRA DE SANTA ROSA,PB
250170,BARRA DE SAO MIGUEL,PB
250180,BAYEUX,PB
250190,BELEM,PB
250200,BELEM DO BREJO DO CRUZ,PB
250205,BERNARDINO BATISTA,PB
250210,BOA VENTURA,PB
250215,BOA VISTA,PB
250220,BOM JESUS,PB
250230,BOM SUCESSO,PB
250240,BONITO DE SANTA FE,PB
250250,BOQUEIRAO,PB
250260,IGARACY,PB
250270,BORBOREMA,PB
250280,BREJO DO CRUZ,PB
250290,BREJO DOS SANTOS,PB
250300,CAAPORA,PB
250310,CABACEIRAS,PB
250320,CABEDELO,PB
250330,CACHOEIRA DOS INDIOS,PB
250340,CACIMBA DE AREIA,PB
250350,CACIMBA DE DENTRO,PB
250355,CACIMBAS,PB
250360,CAICARA,PB
250370,CAJAZEIRAS,PB
250375,CAJAZEIRINHAS,PB
250380,CALDAS BRANDAO,PB
250390,CAMALAU,PB
250400,CAMPINA GRANDE,PB
250403,CAPIM,PB
250407,CARAUBAS,PB
250410,CARRAPATEIRA,PB
250415,CASSERENGUE,PB
250420,CATINGUEIRA,PB
250430,CATOLE DO ROCHA,PB
250435,CATURITE,PB
250440,CONCEICAO,PB
250450,CONDADO,PB
250460,CONDE,PB
250470,CONGO,PB
250480,COREMAS,PB
250485,COXIXOLA,PB
250490,CRUZ DO ESPIRITO SANTO,PB
250500,CUBATI,PB
250510,CUITE,PB
250520,CUITEGI,PB
250523,CUITE DE MAMANGUAPE,PB
250527,CURRAL DE CIMA,PB
250530,CURRAL VELHO,PB
250535,DAMIAO,PB
250540,DESTERRO,PB
250550,VISTA SERRANA,PB
250560,DIAMANTE,PB
250570,DONA INES,PB
250580,DUAS ESTRADAS,PB
250590,EMAS,PB
250600,ESPERANCA,PB
250610,FAGUNDES,PB
250620,FREI MARTINHO,PB
250625,GADO BRAVO,PB
250630,GUARABIRA,PB
250640,GURINHEM,PB
250650,GURJAO,PB
250660,IBIARA,PB
250670,IMACULADA,PB
250680,INGA,PB
250690,ITABAIANA,PB
250700,ITAPORANGA,PB
250710,ITAPOROROCA,PB
250720,ITATUBA,PB
250730,JACARAU,PB
250740,JERICO,PB
250750,JOAO PESSOA,PB
250760,JUAREZ TAVORA,PB
250770,JUAZEIRINHO,PB
250780,JUNCO DO SERIDO,PB
250790,JURIPIRANGA,PB
250800,JURU,PB
250810,LAGOA,PB
250820,LAGOA DE DENTRO,PB
250830,LAGOA SECA,PB
250840,LASTRO,PB
250850,LIVRAMENTO,PB
250855,LOGRADOURO,PB
250860,LUCENA,PB
250870,MAE D'AGUA,PB
250880,MALTA,PB
250890,MAMANGUAPE,PB
250900,MANAIRA,PB
250905,MARCACAO,PB
250910,MARI,PB
250915,MARIZOPOLIS,PB
250920,MASSARANDUBA,PB
250930,MATARACA,PB
250933,MATINHAS,PB
250937,MATO GROSSO,PB
250939,MATUREIA,PB
250940,MOGEIRO,PB
250950,MONTADAS,PB
250960,MONTE HOREBE,PB
250970,MONTEIRO,PB
250980,MULUNGU,PB
250990,NATUBA,PB
251000,NAZAREZINHO,PB
251010,NOVA FLORESTA,PB
251020,NOVA OLINDA,PB
251030,NOVA PALMEIRA,PB
251040,OLHO D'AGUA,PB
251050,OLIVEDOS,PB
251060,OURO VELHO,PB
251065,PARARI,PB
251070,PASSAGEM,PB
251080,PATOS,PB
251090,PAULISTA,PB
251100,PEDRA BRANCA,PB
251110,PEDRA LAVRADA,PB
251120,PEDRAS DE FOGO,PB
251130,PIANCO,PB
251140,PICUI,PB
251150,PILAR,PB
251160,PILOES,PB
251170,PILOEZINHOS,PB
251180,PIRPIRITUBA,PB
251190,PITIMBU,PB
251200,POCINHOS,PB
251203,POCO DANTAS,PB
251207,POCO DE JOSE DE MOURA,PB
251210,POMBAL,PB
251220,PRATA,PB
251230,PRINCESA ISABEL,PB
251240,PUXINANA,PB
251250,QUEIMADAS,PB
251260,QUIXABA,PB
251270,REMIGIO,PB
251272,PEDRO REGIS,PB
251274,RIACHAO,PB
251275,RIACHAO DO BACAMARTE,PB
251276,RIACHAO DO POCO,PB
251278,RIACHO DE SANTO ANTONIO,PB
251280,RIACHO DOS CAVALOS,PB
251290,RIO TINTO,PB
251300,SALGADINHO,PB
251310,SALGADO DE SAO FELIX,PB
251315,SANTA CECILIA,PB
251320,SANTA CRUZ,PB
251330,SANTA HELENA,PB
251335,SANTA INES,PB
251340,SANTA LUZIA,PB
251350,SANTANA DE MANGUEIRA,PB
251360,SANTANA DOS GARROTES,PB
251365,SANTAREM,PB
251370,SANTA RITA,PB
251380,SANTA TERESINHA,PB
251385,SANTO ANDRE,PB
251390,SAO BENTO,PB
251392,SAO BENTINHO,PB
251394,SAO DOMINGOS DO CARIRI,PB
251396,SAO DOMINGOS,PB
251398,SAO FRANCISCO,PB
251400,SAO JOAO DO CARIRI,PB
251410,SAO JOAO DO TIGRE,PB
251420,SAO JOSE DA LAGOA TAPADA,PB
251430,SAO JOSE DE CAIANA,PB
251440,SAO JOSE DE ESPINHARAS,PB
251445,SAO JOSE DOS RAMOS,PB
251450,SAO JOSE DE PIRANHAS,PB
251455,SAO JOSE DE PRINCESA,PB
251460,SAO JOSE DO BONFIM,PB
251465,SAO JOSE DO BREJO DO CRUZ,PB
251470,SAO JOSE DO SABUGI,PB
251480,SAO JOSE DOS CORDEIROS,PB
251490,SAO MAMEDE,PB
251500,SAO MIGUEL DE TAIPU,PB
251510,SAO SEBASTIAO DE LAGOA DE ROCA,PB
251520,SAO SEBASTIAO DO UMBUZEIRO,PB
251530,SAPE,PB
251540,SERIDO,PB
251550,SERRA BRANCA,PB
251560,SERRA DA RAIZ,PB
251570,SERRA GRANDE,PB
251580,SERRA REDONDA,PB
251590,SERRARIA,PB
251593,SERTAOZINHO,PB
251597,SOBRADO,PB
251600,SOLANEA,PB
251610,SOLEDADE,PB
251615,SOSSEGO,PB
251620,SOUSA,PB
251630,SUME,PB
251640,CAMPO DE SANTANA,PB
251650,TAPEROA,PB
251660,TAVARES,PB
251670,TEIXEIRA,PB
251675,TENORIO,PB
251680,TRIUNFO,PB
251690,UIRAUNA,PB
251700,UMBUZEIRO,PB
251710,VARZEA,PB
251720,VIEIROPOLIS,PB
251740,ZABELE,PB
260005,ABREU E LIMA,PE
260010,AFOGADOS DA INGAZEIRA,PE
260020,AFRANIO,PE
260030,AGRESTINA,PE
260040,AGUA PRETA,PE
260050,AGUAS BELAS,PE
260060,ALAGOINHA,PE
260070,ALIANCA,PE
260080,ALTINHO,PE
260090,AMARAJI,PE
260100,ANGELIM,PE
260105,ARACOIABA,PE
260110,ARARIPINA,PE
260120,ARCOVERDE,PE
260130,BARRA DE GUABIRABA,PE
260140,BARREIROS,PE
260150,BELEM DE MARIA,PE
260160,BELEM DE SAO FRANCISCO,PE
260170,BELO JARDIM,PE
260180,BETANIA,PE
260190,BEZERROS,PE
260200,BODOCO,PE
260210,BOM CONSELHO,PE
260220,BOM JARDIM,PE
260230,BONITO,PE
260240,BREJAO,PE
260250,BREJINHO,PE
260260,BREJO DA MADRE DE DEUS,PE
260270,BUENOS AIRES,PE
260280,BUIQUE,PE
260290,CABO DE SANTO AGOSTINHO,PE
260300,CABROBO,PE
260310,CACHOEIRINHA,PE
260320,CAETES,PE
260330,CALCADO,PE
260340,CALUMBI,PE
260345,CAMARAGIBE,PE
260350,CAMOCIM DE SAO FELIX,PE
260360,CAMUTANGA,PE
260370,CANHOTINHO,PE
260380,CAPOEIRAS,PE
260390,CARNAIBA,PE
260392,CARNAUBEIRA DA PENHA,PE
260400,CARPINA,PE
260410,CARUARU,PE
260415,CASINHAS,PE
260420,CATENDE,PE
260430,CEDRO,PE
260440,CHA DE ALEGRIA,PE
260450,CHA GRANDE,PE
260460,CONDADO,PE
260470,CORRENTES,PE
260480,CORTES,PE
260490,CUMARU,PE
260500,CUPIRA,PE
260510,CUSTODIA,PE
260515,DORMENTES,PE
260520,ESCADA,PE
260530,EXU,PE
260540,FEIRA NOVA,PE
260545,FERNANDO DE NORONHA,PE
260550,FERREIROS,PE
260560,FLORES,PE
260570,FLORESTA,PE
260580,FREI MIGUELINHO,PE
260590,GAMELEIRA,PE
260600,GARANHUNS,PE
260610,GLORIA DO GOITA,PE
260620,GOIANA,PE
260630,GRANITO,PE
260640,GRAVATA,PE
260650,IATI,PE
260660,IBIMIRIM,PE
260670,IBIRAJUBA,PE
260680,IGARASSU,PE
260690,IGUARACI,PE
260700,INAJA,PE
260710,INGAZEIRA,PE
260720,IPOJUCA,PE
260730,IPUBI,PE
260740,ITACURUBA,PE
260750,ITAIBA,PE
260760,ILHA DE ITAMARACA,PE
260765,ITAMBE,PE
260770,ITAPETIM,PE
260775,ITAPISSUMA,PE
260780,ITAQUITINGA,PE
260790,JABOATAO DOS GUARARAPES,PE
260795,JAQUEIRA,PE
260800,JATAUBA,PE
260805,JATOBA,PE
260810,JOAO ALFREDO,PE
260820,JOAQUIM NABUCO,PE
260825,JUCATI,PE
260830,JUPI,PE
260840,JUREMA,PE
260845,LAGOA DO CARRO,PE
260850,LAGOA DO ITAENGA,PE
260860,LAGOA DO OURO,PE
260870,LAGOA DOS GATOS,PE
260875,LAGOA GRANDE,PE
260880,LAJEDO,PE
260890,LIMOEIRO,PE
260900,MACAPARANA,PE
260910,MACHADOS,PE
260915,MANARI,PE
260920,MARAIAL,PE
260930,MIRANDIBA,PE
260940,MORENO,PE
260950,NAZARE DA MATA,PE
260960,OLINDA,PE
260970,OROBO,PE
260980,OROCO,PE
260990,OURICURI,PE
261000,PALMARES,PE
261010,PALMEIRINA,PE
261020,PANELAS,PE
261030,PARANATAMA,PE
261040,PARNAMIRIM,PE
261050,PASSIRA,PE
261060,PAUDALHO,PE
261070,PAULISTA,PE
261080,PEDRA,PE
261090,PESQUEIRA,PE
261100,PETROLANDIA,PE
261110,PETROLINA,PE
261120,POCAO,PE
261130,POMBOS,PE
261140,PRIMAVERA,PE
261150,QUIPAPA,PE
261153,QUIXABA,PE
261160,RECIFE,PE
261170,RIACHO DAS ALMAS,PE
261180,RIBEIRAO,PE
261190,RIO FORMOSO,PE
261200,SAIRE,PE
261210,SALGADINHO,PE
261220,SALGUEIRO,PE
261230,SALOA,PE
261240,SANHARO,PE
261245,SANTA CRUZ,PE
261247,SANTA CRUZ DA BAIXA VERDE,PE
261250,SANTA CRUZ DO CAPIBARIBE,PE
261255,SANTA FILOMENA,PE
261260,SANTA MARIA DA BOA VISTA,PE
261270,SANTA MARIA DO CAMBUCA,PE
261280,SANTA TEREZINHA,PE
261290,SAO BENEDITO DO SUL,PE
261300,SAO BENTO DO UNA,PE
261310,SAO CAITANO,PE
261320,SAO JOAO,PE
261330,SAO JOAQUIM DO MONTE,PE
261340,SAO JOSE DA COROA GRANDE,PE
261350,SAO JOSE DO BELMONTE,PE
261360,SAO JOSE DO EGITO,PE
261370,SAO LOURENCO DA MATA,PE
261380,SAO VICENTE FERRER,PE
261390,SERRA TALHADA,PE
261400,SERRITA,PE
261410,SERTANIA,PE
261420,SIRINHAEM,PE
261430,MOREILANDIA,PE
261440,SOLIDAO,PE
261450,SURUBIM,PE
261460,TABIRA,PE
261470,TACAIMBO,PE
261480,TACARATU,PE
261485,TAMANDARE,PE
261500,TAQUARITINGA DO NORTE,PE
261510,TEREZINHA,PE
261520,TERRA NOVA,PE
261530,TIMBAUBA,PE
261540,TORITAMA,PE
261550,TRACUNHAEM,PE
261560,TRINDADE,PE
261570,TRIUNFO,PE
261580,TUPANATINGA,PE
261590,TUPARETAMA,PE
261600,VENTUROSA,PE
261610,VERDEJANTE,PE
261618,VERTENTE DO LERIO,PE
261620,VERTENTES,PE
261630,VICENCIA,PE
261640,VITORIA DE SANTO ANTAO,PE
261650,XEXEU,PE
270010,AGUA BRANCA,AL
270020,ANADIA,AL
270030,ARAPIRACA,AL
270040,ATALAIA,AL
270050,BARRA DE SANTO ANTONIO,AL
270060,BARRA DE SAO MIGUEL,AL
270070,BATALHA,AL
270080,BELEM,AL
270090,BELO MONTE,AL
270100,BOCA DA MATA,AL
270110,BRANQUINHA,AL
270120,CACIMBINHAS,AL
270130,CAJUEIRO,AL
270135,CAMPESTRE,AL
270140,CAMPO ALEGRE,AL
270150,CAMPO GRANDE,AL
270160,CANAPI,AL
270170,CAPELA,AL
270180,CARNEIROS,AL
270190,CHA PRETA,AL
270200,COITE DO NOIA,AL
270210,COLONIA LEOPOLDINA,AL
270220,COQUEIRO SECO,AL
270230,CORURIPE,AL
270235,CRAIBAS,AL
270240,DELMIRO GOUVEIA,AL
270250,DOIS RIACHOS,AL
270255,ESTRELA DE ALAGOAS,AL
270260,FEIRA GRANDE,AL
270270,FELIZ DESERTO,AL
270280,FLEXEIRAS,AL
270290,GIRAU DO PONCIANO,AL
270300,IBATEGUARA,AL
270310,IGACI,AL
270320,IGREJA NOVA,AL
270330,INHAPI,AL
270340,JACARE DOS HOMENS,AL
270350,JACUIPE,AL
270360,JAPARATINGA,AL
270370,JARAMATAIA,AL
270375,JEQUIA DA PRAIA,AL
270380,JOAQUIM GOMES,AL
270390,JUNDIA,AL
270400,JUNQUEIRO,AL
270410,LAGOA DA CANOA,AL
270420,LIMOEIRO DE ANADIA,AL
270430,MACEIO,AL
270440,MAJOR ISIDORO,AL
270450,MARAGOGI,AL
270460,MARAVILHA,AL
270470,MARECHAL DEODORO,AL
270480,MARIBONDO,AL
270490,MAR VERMELHO,AL
